IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.1.31,58492,192.168.1.190,80,6,7.0,781,2239,6,6,27,160,1,ddos
192.168.1.38,44098,18.184.104.180,80,6,7.0,542,12815,6,12,27,1781,1,injection
192.168.1.36,59016,176.28.50.165,80,6,7.0,526,2622,6,6,27,984,1,xss
192.168.1.36,48242,192.168.1.152,80,6,7.0,723,3760,5,6,27,872,1,xss
192.168.1.31,60624,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,54704,52.59.177.21,80,6,7.178,905,12755,6,11,27,1782,1,password
192.168.1.184,443,192.168.1.30,41970,6,91.0,52,52,1,1,17,60,0,Benign
192.168.1.184,443,192.168.1.30,34554,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.31,39550,192.168.1.152,80,6,7.0,112,60,2,1,18,10,1,ddos
192.168.1.36,48788,176.28.50.165,80,6,7.0,216,112,4,2,19,2561,1,injection
192.168.1.33,43624,192.168.1.190,80,6,7.0,753,2239,5,6,27,34,1,injection
192.168.1.30,53942,192.168.1.152,80,6,7.0,452,3812,4,7,27,755,1,injection
192.168.1.184,443,192.168.1.30,52494,6,91.0,52,52,1,1,17,52,0,Benign
192.168.1.30,39084,192.168.1.190,80,6,7.0,156,0,3,0,17,158,1,password
192.168.1.31,33226,192.168.1.190,80,6,7.0,172,60,3,1,18,1074,1,injection
192.168.1.195,63252,192.168.1.1,41952,6,7.0,646,4310,9,8,27,18,0,Benign
192.168.1.30,48436,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.33,47204,192.168.1.195,80,6,7.0,511,696,5,4,27,349,1,injection
192.168.1.31,59932,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,56684,192.168.1.152,80,6,7.0,518,3760,5,6,27,73,1,injection
192.168.1.31,43074,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.31,35818,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,34332,192.168.1.152,80,6,7.0,582,3812,5,7,27,85,1,injection
192.168.1.31,49352,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,50294,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.190,80,192.168.1.30,55824,6,7.0,52,0,1,0,17,0,0,Benign
192.168.1.36,49346,192.168.1.190,80,6,7.0,635,2239,6,6,27,68,1,injection
192.168.1.184,443,192.168.1.31,34622,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.36,49242,52.59.177.21,80,6,7.178,524,12815,5,12,27,1631,1,injection
192.168.1.36,38374,52.59.177.21,80,6,7.178,547,12815,6,12,27,1699,1,injection
192.168.1.195,58973,192.168.1.1,41952,6,7.0,847,4426,11,13,27,0,0,Benign
192.168.1.36,43710,18.184.104.180,80,6,7.0,345,9104,1,8,24,672,1,injection
192.168.1.38,56570,192.168.1.184,443,6,91.0,1726,2357,10,11,31,74,1,injection
192.168.1.31,34328,192.168.1.190,80,6,7.0,112,60,2,1,18,79,1,scanning
192.168.1.33,47674,192.168.1.195,80,6,7.0,458,2203,5,6,27,401,1,injection
192.168.1.31,51350,192.168.1.1,53,17,5.0,67,67,1,1,0,3,1,ddos
192.168.1.33,59816,192.168.1.195,80,6,7.0,458,2163,5,5,27,306,1,password
192.168.1.31,46994,192.168.1.152,80,6,7.0,496,3760,5,6,27,99,1,ddos
192.168.1.30,59250,192.168.1.195,80,6,7.0,551,696,6,4,27,232,1,injection
192.168.1.31,33078,192.168.1.190,80,6,7.0,528,2239,5,6,27,2262,1,ddos
192.168.1.79,57056,192.168.1.195,55750,17,12.0,440,0,1,0,0,0,0,Benign
192.168.1.184,443,192.168.1.31,45152,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.31,54806,192.168.1.195,80,6,7.0,521,696,5,4,27,189,1,injection
192.168.1.31,56884,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.36,57856,18.184.104.180,80,6,7.0,788,112,3,2,26,1905,1,injection
192.168.1.30,58416,192.168.1.190,80,6,7.0,791,2187,4,5,27,517,1,injection
192.168.1.31,45004,192.168.1.194,80,6,7.0,216,180,4,3,18,9436,1,ddos
192.168.1.36,51692,192.168.1.190,80,6,7.0,574,2239,5,6,27,260,1,xss
192.168.1.30,51044,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,37730,192.168.1.184,443,6,91.0,1063,2267,8,9,30,626,1,injection
192.168.1.33,49136,192.168.1.195,80,6,7.0,773,696,5,4,27,330,1,injection
192.168.1.30,54288,176.28.50.165,80,6,7.0,474,2816,5,6,27,1007,1,injection
192.168.1.38,49428,192.168.1.152,80,6,7.0,514,3812,5,7,27,167,1,injection
192.168.1.184,443,192.168.1.30,34512,6,91.0,418,0,2,0,25,5294,0,Benign
192.168.1.193,50141,192.168.1.37,8080,6,131.0,1440,1200,30,30,22,10215,1,backdoor
192.168.1.36,43636,192.168.1.152,80,6,7.0,494,3760,5,6,27,335,1,xss
192.168.1.33,44624,192.168.1.195,80,6,7.0,451,696,5,4,27,226,1,injection
192.168.1.30,50236,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,38138,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,56952,192.168.1.195,80,6,7.0,486,696,5,4,27,152,1,injection
192.168.1.33,51994,192.168.1.195,80,6,7.0,480,696,5,4,27,337,1,injection
192.168.1.190,80,192.168.1.30,54116,6,7.0,60,52,1,1,18,2,0,Benign
192.168.1.30,44138,192.168.1.190,80,6,7.0,482,2239,4,6,27,238,1,password
192.168.1.184,443,192.168.1.31,35774,6,91.0,52,52,1,1,17,2,0,Benign
192.168.1.31,57490,192.168.1.152,80,6,7.0,216,3760,4,6,27,429,1,password
192.168.1.31,50903,192.168.1.1,53,17,5.0,71,71,1,1,0,3,1,ddos
192.168.1.38,60074,192.168.1.152,80,6,7.0,537,3760,5,6,27,579,1,ddos
192.168.1.36,42750,192.168.1.152,80,6,7.0,527,3812,5,7,27,271,1,injection
192.168.1.33,56532,192.168.1.184,443,6,91.0,1115,7589,9,11,31,146,1,injection
192.168.1.31,34114,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.33,36008,192.168.1.190,80,6,7.0,52,52,1,1,17,0,1,injection
192.168.1.36,50136,52.59.177.21,80,6,7.178,490,12815,5,12,27,1889,1,injection
192.168.1.31,42184,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.195,0,224.0.0.22,0,2,82.0,736,0,18,0,0,498,0,Benign
192.168.1.30,55182,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.36,56746,192.168.1.195,80,6,7.0,458,2163,5,5,27,568,1,xss
192.168.1.30,53094,192.168.1.184,443,6,91.0,112,60,2,1,18,29,1,ddos
192.168.1.31,48292,192.168.1.195,80,6,7.0,458,2163,5,5,27,241,1,injection
192.168.1.36,35580,176.28.50.165,80,6,7.0,216,112,4,2,19,3353,1,injection
192.168.1.30,58226,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.33,52600,192.168.1.195,80,6,7.0,677,696,5,4,27,223,1,injection
192.168.1.31,57880,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.184,443,192.168.1.30,55868,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.184,443,192.168.1.36,47302,6,91.0,52,52,1,1,17,3,0,Benign
192.168.1.190,80,192.168.1.30,47960,6,7.0,2239,104,6,2,27,170,0,Benign
192.168.1.30,40386,192.168.1.1,53,17,5.0,71,71,1,1,0,4,1,scanning
192.168.1.36,57668,176.28.50.165,80,6,7.0,216,112,4,2,19,2650,1,xss
192.168.1.31,51540,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.31,53390,192.168.1.190,80,6,7.0,410,52,3,1,27,186,1,ddos
192.168.1.31,37114,192.168.1.152,80,6,7.0,164,112,3,2,19,21781,1,ddos
192.168.1.184,443,192.168.1.31,43518,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.36,35586,192.168.1.184,443,6,91.0,1336,2312,8,9,31,122,1,injection
192.168.1.36,42234,192.168.1.195,80,6,7.0,528,696,5,4,27,223,1,injection
192.168.1.36,44158,52.59.177.21,80,6,7.178,644,12611,5,12,27,2241,1,injection
192.168.1.33,44266,192.168.1.184,443,6,91.0,1115,7589,9,11,31,283,1,injection
192.168.1.38,55576,192.168.1.152,80,6,7.0,597,3812,6,7,27,122,1,injection
192.168.1.184,443,192.168.1.30,37420,6,91.0,329,0,1,0,24,0,0,Benign
192.168.1.31,37448,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,35898,192.168.1.184,443,6,91.0,1155,7641,10,12,31,314,1,injection
192.168.1.31,40002,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.194,80,192.168.1.31,39864,6,7.0,60,0,1,0,18,0,0,Benign
192.168.1.33,52698,192.168.1.195,80,6,7.0,458,2163,5,5,27,421,1,password
192.168.1.31,52406,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.36,42348,192.168.1.152,80,6,7.0,112,60,2,1,18,40,1,xss
192.168.1.30,48476,192.168.1.190,80,6,7.0,52,0,1,0,16,0,1,ddos
192.168.1.38,59764,192.168.1.195,80,6,7.0,358,2111,3,4,25,36,1,password
192.168.1.31,56956,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.184,443,192.168.1.30,46324,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.30,39262,192.168.1.152,80,6,7.0,112,60,2,1,18,264,1,injection
192.168.1.36,43120,192.168.1.152,80,6,7.0,459,3708,4,5,27,161,1,injection
192.168.1.184,443,192.168.1.31,43884,6,91.0,482,0,2,0,25,5850,0,Benign
192.168.1.36,41776,192.168.1.195,80,6,7.0,458,2163,5,5,27,410,1,injection
192.168.1.30,60210,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.33,36526,192.168.1.184,443,6,91.0,1063,6181,8,10,31,199,1,injection
192.168.1.30,60108,192.168.1.184,443,6,91.0,112,60,2,1,18,55,1,ddos
192.168.1.184,443,192.168.1.30,59550,6,91.0,52,52,1,1,17,22,0,Benign
192.168.1.30,60489,192.168.1.1,53,17,5.0,71,71,1,1,0,3,1,ddos
192.168.1.195,52446,192.168.1.1,41952,6,7.0,755,3773,9,9,27,316,0,Benign
192.168.1.36,52120,192.168.1.152,80,6,7.0,583,3760,5,6,27,601,1,injection
192.168.1.33,57288,192.168.1.184,443,6,91.0,1115,7589,9,11,31,207,1,injection
192.168.1.184,443,192.168.1.31,48844,6,91.0,482,0,2,0,25,6874,0,Benign
192.168.1.184,443,192.168.1.30,57882,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,60800,192.168.1.190,80,6,7.0,611,2239,5,6,27,900,1,injection
192.168.1.31,41440,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.30,37564,192.168.1.194,80,6,7.0,216,120,4,2,18,9898,1,ddos
192.168.1.31,37402,192.168.1.190,80,6,7.0,529,2239,5,6,27,121,1,password
192.168.1.30,58352,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.31,33900,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.30,51548,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,45822,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,60510,192.168.1.152,80,6,7.0,747,3760,5,6,27,98,1,password
192.168.1.33,36838,192.168.1.152,80,6,7.0,560,3812,6,7,27,0,1,injection
192.168.1.33,35194,192.168.1.190,80,6,7.0,783,2239,5,6,27,16,1,injection
192.168.1.36,51094,192.168.1.190,80,6,7.0,837,2239,5,6,27,325,1,xss
192.168.1.184,443,192.168.1.31,42994,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.36,53714,192.168.1.190,80,6,7.0,823,2239,5,6,27,150,1,injection
192.168.1.33,55290,192.168.1.195,80,6,7.0,498,2163,6,5,27,272,1,injection
192.168.1.30,51102,192.168.1.1,53,17,5.0,71,71,1,1,0,0,1,ddos
192.168.1.30,34354,192.168.1.152,80,6,7.0,326,104,1,2,24,22,1,injection
192.168.1.36,43908,192.168.1.1,53,17,5.0,130,146,2,2,0,2,1,injection
192.168.1.180,58150,192.0.32.59,43,6,170.0,286,776,5,5,27,541,0,Benign
192.168.1.30,44606,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.30,58482,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.31,33522,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.30,42366,192.168.1.190,80,6,7.0,466,52,4,1,27,394,1,password
192.168.1.195,51628,192.168.1.79,9197,6,7.0,400,3770,5,7,27,47,0,Benign
192.168.1.35,52002,192.168.1.195,80,6,7.0,536,696,5,4,27,334,1,injection
192.168.1.38,57480,192.168.1.152,80,6,7.0,875,3760,5,6,27,1381,1,injection
192.168.1.33,58164,192.168.1.184,443,6,91.0,1155,7641,10,12,31,601,1,injection
192.168.1.31,45768,192.168.1.152,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.30,33828,192.168.1.190,80,6,7.0,112,60,2,1,18,1,1,ddos
192.168.1.31,38154,192.168.1.190,80,6,7.0,528,2187,5,5,27,244,1,password
192.168.1.33,39684,192.168.1.195,80,6,7.0,458,2203,5,6,27,375,1,injection
192.168.1.36,35838,192.168.1.190,80,6,7.0,639,2239,6,6,27,26,1,xss
192.168.1.36,50624,192.168.1.190,80,6,7.0,743,2239,4,6,27,218,1,xss
192.168.1.31,56154,192.168.1.194,80,6,7.0,216,120,4,2,18,9715,1,ddos
192.168.1.30,36474,192.168.1.194,80,6,7.0,268,240,5,4,18,22868,1,ddos
192.168.1.36,52014,52.59.177.21,80,6,7.178,112,7664,2,8,18,1942,1,injection
192.168.1.37,8080,192.168.1.193,49249,6,131.0,208,200,2,1,24,55,0,Benign
192.168.1.33,56748,192.168.1.184,443,6,91.0,1115,7589,9,11,31,269,1,injection
192.168.1.195,51658,192.168.1.1,41952,6,7.0,570,4402,8,10,27,0,0,Benign
192.168.1.193,50909,192.168.1.33,8080,6,131.0,1440,1200,30,30,22,10129,1,backdoor
192.168.1.1,138,192.168.1.255,138,17,10.16,482,0,2,0,0,0,0,Benign
192.168.1.30,45748,192.168.1.184,443,6,91.0,112,60,2,1,18,4,1,ddos
192.168.1.33,35682,192.168.1.152,80,6,7.0,518,3760,5,6,27,34,1,password
192.168.1.33,46898,192.168.1.152,80,6,7.0,595,3812,5,7,27,22,1,injection
192.168.1.31,42998,192.168.1.190,80,6,7.0,701,2239,4,6,27,497,1,injection
192.168.1.1,50893,192.168.1.193,50511,17,12.0,362,0,1,0,0,0,0,Benign
192.168.1.33,43296,192.168.1.195,80,6,7.0,477,696,5,4,27,213,1,password
192.168.1.38,38770,192.168.1.190,80,6,7.0,548,2239,5,6,27,363,1,injection
192.168.1.30,35816,192.168.1.184,443,6,91.0,112,60,2,1,18,21,1,ddos
192.168.1.33,58522,192.168.1.184,443,6,91.0,1115,7589,9,11,31,220,1,injection
192.168.1.33,55452,192.168.1.184,443,6,91.0,1106,2163,9,7,31,524,1,injection
192.168.1.38,52960,192.168.1.184,443,6,91.0,1115,7589,9,11,31,179,1,ddos
192.168.1.36,38918,52.59.177.21,80,6,7.178,559,12815,6,12,27,3632,1,injection
192.168.1.184,443,192.168.1.31,52036,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,57880,192.168.1.190,80,6,7.0,463,2179,4,5,25,418,1,password
192.168.1.184,443,192.168.1.31,60426,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.79,40238,192.168.1.195,54390,17,12.0,344,0,1,0,0,0,0,Benign
192.168.1.30,40169,192.168.1.1,53,17,5.0,71,71,1,1,0,2,1,injection
192.168.1.30,45450,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,47800,176.28.50.165,80,6,7.0,112,60,2,1,18,323,1,injection
192.168.1.33,55346,192.168.1.195,80,6,7.0,458,2163,5,5,27,278,1,password
192.168.1.30,33268,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.38,33068,192.168.1.190,80,6,7.0,531,2239,5,6,27,159,1,ddos
192.168.1.33,45210,192.168.1.152,80,6,7.0,553,3760,5,6,27,81,1,injection
192.168.1.36,56128,192.168.1.152,80,6,7.0,480,3760,5,6,27,57,1,injection
192.168.1.31,38620,192.168.1.152,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.190,56960,37.209.196.2,53,17,5.0,77,105,1,1,0,32,0,Benign
192.168.1.184,443,192.168.1.31,57072,6,91.0,675,0,8,0,25,27170,0,Benign
192.168.1.190,80,192.168.1.30,60666,6,7.0,52,0,1,0,17,0,0,Benign
192.168.1.36,52616,192.168.1.190,80,6,7.0,216,112,4,2,19,189,1,injection
192.168.1.36,35968,52.59.177.21,80,6,7.178,455,12815,4,12,27,3355,1,injection
192.168.1.33,41644,192.168.1.152,80,6,7.0,544,3812,6,7,27,28,1,password
192.168.1.184,443,192.168.1.31,37124,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.31,55258,192.168.1.152,80,6,7.0,518,3812,5,7,27,53,1,ddos
192.168.1.79,52790,192.168.1.255,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.36,56962,192.168.1.152,80,6,7.0,783,3812,5,7,27,88,1,xss
192.168.1.37,8080,192.168.1.193,56069,6,131.0,208,200,2,1,24,61,0,Benign
192.168.1.38,41838,176.28.50.165,80,6,7.0,216,112,4,2,19,1251,1,injection
192.168.1.31,57434,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,scanning
192.168.1.193,62122,192.168.1.33,80,6,7.0,1440,1200,30,30,22,10095,1,backdoor
192.168.1.190,80,192.168.1.31,48682,6,7.0,60,52,1,1,18,1,0,Benign
192.168.1.152,80,192.168.1.31,41278,6,7.0,52,52,1,1,17,0,0,Benign
192.168.1.184,443,192.168.1.31,39118,6,91.0,52,52,1,1,17,15,0,Benign
192.168.1.35,33828,192.168.1.152,80,6,7.0,525,3760,5,6,27,35,1,injection
192.168.1.33,48580,192.168.1.1,53,17,5.0,100,100,2,2,0,42,1,injection
192.168.1.31,45560,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.152,80,192.168.1.31,33888,6,7.0,112,104,2,2,19,27438,0,Benign
192.168.1.31,45462,192.168.1.194,80,6,7.0,268,240,5,4,18,22570,1,ddos
192.168.1.37,8080,192.168.1.193,55985,6,131.0,208,200,2,1,24,63,0,Benign
192.168.1.184,443,192.168.1.30,58128,6,91.0,638,0,8,0,25,30214,0,Benign
192.168.1.30,34360,192.168.1.1,53,17,5.0,67,67,1,1,0,0,1,ddos
192.168.1.31,36060,192.168.1.190,80,6,7.0,528,2239,5,6,27,296,1,scanning
192.168.1.30,45276,192.168.1.190,80,6,7.0,474,2187,4,5,27,345,1,ddos
192.168.1.36,54302,192.168.1.152,80,6,7.0,545,3760,5,6,27,78,1,injection
192.168.1.31,51686,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.35,52666,192.168.1.195,80,6,7.0,458,2163,5,5,27,417,1,xss
192.168.1.33,42214,192.168.1.152,80,6,7.0,787,3760,5,6,27,60,1,injection
192.168.1.30,32940,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.184,443,192.168.1.31,49170,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.30,59122,192.168.1.152,80,6,7.0,504,3760,5,6,27,85,1,scanning
192.168.1.31,40476,192.168.1.152,80,6,7.0,404,112,7,2,19,40105,1,scanning
192.168.1.30,37802,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.31,40156,192.168.1.152,80,6,7.0,552,3700,4,5,27,190,1,scanning
192.168.1.33,55178,192.168.1.152,80,6,7.0,815,3812,6,7,27,33,1,injection
192.168.1.195,51250,224.0.0.252,5355,17,154.0,122,0,2,0,0,0,0,Benign
192.168.1.31,39818,192.168.1.184,443,6,91.0,60,60,1,1,18,0,1,ddos
192.168.1.33,46846,192.168.1.195,80,6,7.0,458,2163,5,5,27,343,1,password
192.168.1.184,443,192.168.1.31,58014,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.30,54670,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.31,43798,192.168.1.184,443,6,91.0,112,60,2,1,18,2,1,ddos
192.168.1.33,60994,192.168.1.152,80,6,7.0,478,3812,5,7,27,2,1,injection
192.168.1.36,54068,176.28.50.165,80,6,7.0,216,112,4,2,19,2913,1,injection
192.168.1.33,53826,192.168.1.195,80,6,7.0,180,132,4,3,19,120,1,password
192.168.1.30,56572,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.33,51610,192.168.1.190,80,6,7.0,573,2239,5,6,27,45,1,injection
192.168.1.33,39288,192.168.1.190,80,6,7.0,579,2239,5,6,27,91,1,password
192.168.1.36,59866,192.168.1.195,80,6,7.0,563,696,5,4,27,213,1,injection
192.168.1.30,37006,192.168.1.184,443,6,91.0,112,60,2,1,18,32,1,ddos
192.168.1.36,45598,192.168.1.195,80,6,7.0,458,2163,5,5,27,282,1,xss
192.168.1.36,55700,18.184.104.180,80,6,7.0,784,12815,5,12,27,1870,1,injection
192.168.1.36,51614,192.168.1.152,80,6,7.0,509,3760,5,6,27,65,1,injection
192.168.1.31,49368,192.168.1.194,80,6,7.0,216,180,4,3,18,22972,1,ddos
192.168.1.33,57444,192.168.1.152,80,6,7.0,518,3812,5,7,27,17,1,injection
192.168.1.31,47878,176.28.50.165,80,6,7.0,585,2502,6,6,27,1636,1,injection
192.168.1.30,39534,192.168.1.194,80,6,7.0,164,180,3,3,18,10669,1,ddos
192.168.1.30,39662,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.195,57861,40.90.189.152,443,6,91.0,183,166,2,1,24,155,0,Benign
192.168.1.35,51858,192.168.1.195,80,6,7.0,785,696,5,4,27,146,1,password
192.168.1.35,58222,192.168.1.195,80,6,7.0,765,696,5,4,27,290,1,password
192.168.1.36,33386,192.168.1.195,80,6,7.0,504,696,5,4,27,596,1,injection
192.168.1.31,32812,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,scanning
192.168.1.33,40160,192.168.1.190,80,6,7.0,635,2239,5,6,27,44,1,injection
192.168.1.184,443,192.168.1.30,35256,6,91.0,52,52,1,1,17,29,0,Benign
192.168.1.31,44832,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,60458,192.168.1.152,80,6,7.0,501,3812,5,7,27,57,1,password
192.168.1.38,46684,18.184.104.180,80,6,7.0,545,12815,5,12,27,1729,1,injection
192.168.1.36,59756,192.168.1.195,80,6,7.0,582,696,5,4,27,349,1,injection
192.168.1.36,45254,192.168.1.195,80,6,7.0,472,696,5,4,27,233,1,injection
192.168.1.30,50078,192.168.1.190,80,6,7.0,529,2239,5,6,27,63,1,password
192.168.1.36,54610,18.184.104.180,80,6,7.0,603,12815,7,12,27,1663,1,injection
192.168.1.33,45672,192.168.1.184,443,6,91.0,985,1675,6,5,26,306,1,injection
192.168.1.79,58231,239.255.255.250,15600,17,0.0,63,0,1,0,0,0,0,Benign
192.168.1.33,57894,192.168.1.190,80,6,7.0,636,2239,6,6,27,43,1,injection
192.168.1.190,31905,192.5.6.30,53,17,5.169,67,788,1,1,0,11,0,Benign
192.168.1.38,39418,18.184.104.180,80,6,7.0,579,12763,6,11,27,2203,1,injection
192.168.1.184,443,192.168.1.31,53490,6,91.0,712,0,8,0,25,55710,0,Benign
192.168.1.36,53964,192.168.1.190,80,6,7.0,908,2239,5,6,27,236,1,injection
192.168.1.37,8080,192.168.1.193,56038,6,131.0,208,200,2,1,24,52,0,Benign
192.168.1.193,55153,8.8.8.8,53,17,5.126,66,124,1,1,0,168,0,Benign
192.168.1.30,42416,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.33,53084,192.168.1.152,80,6,7.0,679,3812,5,7,27,134,1,injection
192.168.1.30,39418,192.168.1.190,80,6,7.0,517,112,5,2,27,489,1,password
192.168.1.31,56912,192.168.1.190,80,6,7.0,112,60,2,1,18,8,1,injection
192.168.1.30,39088,192.168.1.1,53,17,5.0,67,67,1,1,0,2,1,dos
192.168.1.33,59542,192.168.1.195,80,6,7.0,544,696,5,4,27,261,1,injection
192.168.1.31,55558,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,40992,192.168.1.152,80,6,7.0,112,60,2,1,18,0,1,password
192.168.1.184,443,192.168.1.30,47170,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.33,59988,18.184.104.180,80,6,7.0,739,12663,7,13,27,1843,1,injection
192.168.1.184,443,192.168.1.30,46464,6,91.0,52,52,1,1,17,0,0,Benign
192.168.1.38,47990,192.168.1.152,80,6,7.0,581,3760,5,6,27,46,1,ddos
192.168.1.31,51122,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.31,52392,192.168.1.184,443,6,91.0,112,60,2,1,18,0,1,ddos
192.168.1.79,43940,192.168.1.195,50015,17,12.0,344,0,1,0,0,0,0,Benign
192.168.1.38,45766,18.184.104.180,80,6,7.0,544,12815,6,12,27,1689,1,injection
192.168.1.35,48128,192.168.1.190,80,6,7.0,541,2239,5,6,27,34,1,injection
192.168.1.33,53990,18.184.104.180,80,6,7.0,583,12815,6,12,27,1678,1,injection
192.168.1.30,59862,192.168.1.152,80,6,7.0,104,52,2,1,17,13,1,injection
192.168.1.190,22717,192.48.79.30,53,17,5.0,89,705,1,1,0,247,0,Benign
192.168.1.30,48502,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,ddos
192.168.1.30,34696,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,scanning
192.168.1.195,50884,192.168.1.1,41952,6,7.0,911,4374,12,12,27,726,0,Benign
192.168.1.184,443,192.168.1.31,47348,6,91.0,52,52,1,1,17,31,0,Benign
192.168.1.33,45182,192.168.1.195,80,6,7.0,465,696,5,4,27,197,1,password
192.168.1.30,60446,192.168.1.184,443,6,91.0,52,0,1,0,16,0,1,ddos
192.168.1.184,443,192.168.1.30,39674,6,91.0,52,0,1,0,17,0,0,Benign
192.168.1.33,50938,192.168.1.152,80,6,7.0,497,3812,5,7,27,59,1,injection
192.168.1.33,54214,18.184.104.180,80,6,7.0,580,12815,6,12,27,1623,1,injection
192.168.1.184,443,192.168.1.30,39678,6,91.0,52,52,1,1,17,47,0,Benign
192.168.1.36,36038,192.168.1.190,80,6,7.0,528,2239,5,6,27,4160,1,injection
192.168.1.30,53724,192.168.1.195,80,6,7.0,458,2163,5,5,27,224,1,password
192.168.1.30,43660,192.168.1.190,80,6,7.0,112,60,2,1,18,0,1,injection
192.168.1.195,50896,192.168.1.79,9197,6,7.0,344,855,5,5,27,8,0,Benign
192.168.1.33,58724,52.59.177.21,80,6,7.178,506,12867,5,13,27,1925,1,injection
192.168.1.38,42206,192.168.1.190,80,6,7.0,538,164,4,3,27,637,1,ddos
